GA,vae-zinc-s,lstm-zinc,lstm-chembl,zinc,real,chembl,cnpd,cortellis-drugs
0.706,0.5,0.938,0.591,0.909,0.538,0.05,0.0,-
0.5,0.438,0.5,0.125,0.5,0.375,0.409,0.8,-
0.526,0.364,0.44,0.136,0.455,0.667,0.514,0.351,-
0.375,0.6,0.562,0.2,0.35,0.875,0.111,0.19,-
0.5,0.667,0.467,0.611,0.167,0.529,0.167,0.5,-
0.375,0.875,0.471,0.154,0.389,0.4,0.318,0.667,-
0.562,0.333,0.286,0.143,0.381,0.304,0.389,0.25,-
0.333,0.55,0.733,0.35,0.75,0.292,0.13,0.3,-
0.267,0.562,0.647,0.571,0.381,0.389,0.409,0.067,-
0.2,0.333,0.722,0.087,0.476,0.381,0.15,1.0,-
0.6,0.444,0.68,0.44,0.55,0.25,0.278,0.8,-
0.5,0.211,0.786,0.048,0.647,0.714,0.179,0.0,-
0.667,0.421,0.533,0.52,0.562,0.111,0.059,0.188,-
0.818,0.182,0.591,0.429,0.467,0.391,0.375,1.0,-
0.182,0.25,0.222,0.357,0.235,0.667,0.353,0.667,-
0.571,0.083,0.15,0.35,0.619,0.7,0.304,0.0,-
0.2,0.615,0.619,0.176,0.625,0.267,0.333,0.6,-
0.455,0.0,0.667,0.105,0.562,0.357,0.4,0.375,-
0.429,0.125,0.688,0.2,0.316,0.238,0.45,0.067,-
0.455,0.385,0.333,0.087,0.917,0.467,0.24,0.4,-
0.467,0.143,0.667,0.609,0.789,0.529,0.316,0.75,-
0.5,0.364,0.875,0.565,0.6,0.769,0.5,0.8,-
0.562,0.231,0.182,0.455,0.125,0.167,0.056,0.333,-
0.412,0.6,0.222,0.704,0.824,0.438,0.211,0.231,-
0.357,0.188,0.5,0.292,0.789,0.25,0.208,0.714,-
0.75,0.875,0.476,0.214,0.429,0.667,0.118,0.765,-
0.6,0.278,0.611,0.5,0.571,0.286,0.375,0.389,-
0.75,0.3,0.562,0.524,1.0,0.471,0.333,0.2,-
0.533,0.2,0.611,0.36,0.824,0.889,0.0,0.733,-
0.385,0.6,0.684,0.667,0.222,0.357,0.588,0.235,-
0.467,0.333,0.625,0.278,0.35,0.375,0.258,0.0,-
0.357,0.5,0.167,0.25,0.789,0.4,0.5,0.455,-
0.053,0.368,0.95,0.421,0.562,0.579,0.533,1.0,-
0.444,0.4,0.611,0.333,0.611,0.5,0.462,0.0,-
0.412,0.235,0.667,0.267,0.647,0.48,0.368,0.15,-
0.579,0.111,0.238,0.333,0.5,0.579,0.25,0.8,-
0.5,0.857,0.478,0.471,0.467,0.588,0.333,0.167,-
0.444,0.167,0.55,0.217,0.538,0.333,0.062,0.227,-
0.353,0.267,0.474,0.235,0.333,0.333,0.316,0.348,-
0.429,0.571,0.609,0.323,0.588,0.824,0.538,0.0,-
0.412,0.364,0.5,0.464,0.318,0.429,0.278,0.3,-
0.619,1.0,0.364,0.222,0.353,0.4,0.5,0.733,-
0.737,0.368,0.889,0.31,0.682,0.857,0.222,0.867,-
0.385,0.059,0.462,0.364,0.526,0.273,0.647,0.6,-
0.389,0.429,0.611,0.217,0.588,0.929,0.611,0.062,-
0.286,0.2,0.632,0.562,0.706,0.917,0.13,0.368,-
0.389,0.8,0.5,0.438,0.643,0.737,0.231,0.2,-
0.294,0.294,0.357,0.182,0.333,0.227,0.158,0.692,-
0.5,0.375,0.214,0.588,0.75,0.909,0.125,0.133,-
0.357,0.333,0.706,0.143,0.846,0.455,0.542,0.25,-
0.154,0.75,0.588,0.308,0.235,0.706,0.36,0.16,-
0.533,0.533,0.5,0.136,0.6,0.706,0.5,0.071,-
0.5,0.455,0.571,0.182,0.111,0.174,0.292,0.364,-
0.444,0.462,0.261,0.125,0.5,0.5,0.105,0.333,-
0.4,0.409,0.65,0.188,0.733,0.412,0.286,0.125,-
0.588,0.176,0.24,0.444,0.412,0.269,0.24,0.333,-
0.357,0.455,0.467,0.118,0.3,0.722,0.08,0.429,-
0.417,0.143,0.333,0.423,0.467,0.5,0.438,0.4,-
0.357,0.364,0.429,0.5,0.368,0.381,0.0,0.176,-
0.222,0.24,0.1,0.4,0.368,0.296,0.15,0.318,-
0.429,0.364,0.769,0.357,0.933,0.722,0.095,0.125,-
0.6,0.312,0.5,0.267,0.435,0.353,0.462,0.333,-
0.571,0.278,0.375,0.071,0.529,0.769,0.318,0.32,-
0.611,0.5,0.467,0.667,0.25,0.682,0.475,0.333,-
0.5,0.667,0.421,0.318,0.188,0.867,0.35,0.4,-
0.304,0.158,0.545,0.235,1.0,0.211,0.308,0.222,-
0.533,0.235,0.579,0.125,0.389,0.737,0.0,0.286,-
0.667,0.429,0.375,0.3,0.37,0.111,0.409,0.571,-
0.333,0.333,0.789,0.2,0.35,0.688,0.25,0.348,-
0.5,0.2,0.471,0.2,0.7,0.842,0.333,0.312,-
0.381,0.227,0.556,0.571,0.846,0.632,0.417,0.292,-
0.133,0.562,0.45,0.458,0.333,0.318,0.429,0.462,-
0.75,0.625,0.647,0.067,0.438,0.769,0.111,0.1,-
0.385,0.263,0.474,0.368,0.474,0.214,0.5,0.267,-
0.692,1.0,0.4,0.214,0.35,0.684,0.211,0.118,-
0.857,0.375,0.263,0.077,0.316,0.368,0.625,0.583,-
0.765,0.316,0.882,0.818,0.667,0.25,0.682,0.188,-
0.571,0.562,0.7,0.286,0.571,0.364,0.4,0.3,-
0.6,0.273,0.647,0.077,0.24,0.333,0.167,1.0,-
0.625,0.52,0.556,0.455,0.471,0.444,0.0,0.125,-
0.412,0.533,0.25,0.417,0.273,0.882,0.273,0.727,-
0.533,0.571,0.6,0.15,0.9,0.706,0.737,0.417,-
0.5,0.455,0.5,0.455,0.6,0.625,0.619,0.25,-
0.471,0.389,0.588,0.214,0.375,0.9,0.32,0.273,-
0.385,0.647,0.5,0.476,0.909,0.867,0.353,0.667,-
0.615,0.28,0.222,0.391,0.857,0.095,0.368,0.714,-
0.429,0.235,0.556,0.8,0.45,0.714,0.227,0.385,-
0.533,0.4,0.5,0.52,0.722,0.812,0.667,1.0,-
0.364,0.133,0.562,0.357,0.737,0.261,0.217,0.158,-
0.333,0.625,0.538,0.45,0.3,0.435,0.353,0.438,-
0.8,0.25,0.5,0.176,0.409,0.8,0.357,0.167,-
0.667,0.444,0.476,0.395,0.55,0.429,0.5,0.222,-
0.444,0.053,0.35,0.3,0.65,0.389,0.308,0.412,-
0.308,0.364,0.412,0.2,0.391,0.5,0.286,0.55,-
0.692,0.4,0.647,0.211,0.182,0.389,0.867,0.062,-
0.357,0.5,0.348,0.045,0.812,0.263,0.071,0.333,-
0.8,0.316,0.571,0.429,0.647,0.389,0.375,0.368,-
0.263,0.261,0.2,0.417,0.591,0.25,0.167,0.882,-
0.571,0.933,0.316,0.5,0.5,0.545,0.278,0.176,-
0.4,0.316,0.353,0.269,0.364,0.923,0.333,0.5,-
0.235,0.381,0.438,0.533,0.8,0.438,0.35,0.5,-
0.474,0.269,0.28,0.562,0.368,0.4,0.304,0.167,-
0.524,0.3,0.706,0.3,0.467,0.211,0.533,0.824,-
0.2,0.273,0.708,0.158,0.5,0.923,0.55,0.786,-
0.364,0.435,0.412,0.25,0.125,0.533,0.321,0.417,-
0.455,0.9,0.444,0.053,0.35,0.857,0.421,0.3,-
0.588,0.19,0.6,0.059,0.455,0.286,0.567,0.211,-
0.667,0.462,0.438,0.176,0.348,0.789,0.571,0.118,-
0.5,0.9,0.36,0.062,0.944,0.111,0.222,0.053,-
0.429,0.833,0.05,0.5,0.588,0.556,0.522,0.125,-
0.286,0.611,0.438,0.316,0.529,0.684,0.133,0.111,-
0.533,0.643,0.5,0.917,0.625,0.895,0.583,0.235,-
0.538,0.235,0.625,0.111,0.529,0.333,0.263,0.286,-
0.583,0.25,0.778,0.067,0.435,0.421,0.667,1.0,-
0.6,0.273,0.375,0.65,0.455,0.625,0.261,0.273,-
0.533,0.273,0.625,0.269,0.474,0.579,0.0,0.211,-
0.5,0.5,0.556,0.118,0.533,0.632,0.875,0.333,-
0.364,0.333,0.579,0.143,0.833,0.462,0.12,0.545,-
0.5,0.2,0.444,0.5,0.562,0.75,0.474,0.3,-
0.273,0.375,0.778,0.536,0.692,0.3,0.409,0.2,-
0.375,0.3,0.667,0.412,0.55,0.294,0.045,0.75,-
0.417,0.3,0.286,0.458,0.412,0.909,0.524,0.333,-
0.364,0.5,0.294,0.143,0.55,0.625,0.324,0.24,-
0.312,0.667,0.417,0.462,0.294,0.471,0.333,0.75,-
0.278,0.231,0.6,0.533,0.3,0.455,0.333,0.367,-
0.462,0.067,0.222,0.304,0.333,0.889,0.37,0.357,-
0.375,0.812,0.615,0.185,0.625,0.812,0.167,0.773,-
0.333,0.182,0.579,0.053,0.391,0.381,0.143,0.647,-
0.273,0.2,0.556,0.348,0.632,0.379,0.25,0.455,-
0.571,0.818,0.391,0.346,0.438,0.533,0.333,0.4,-
0.294,0.333,0.294,0.704,0.533,0.2,0.517,0.062,-
0.75,0.444,0.733,0.417,0.214,0.462,0.263,0.7,-
0.353,0.333,0.533,0.556,0.45,0.765,0.167,0.214,-
0.438,0.467,0.786,0.222,0.545,0.867,0.519,0.062,-
0.333,0.278,0.176,0.214,0.55,0.273,0.636,0.667,-
0.562,0.318,0.562,0.222,0.842,0.933,0.917,0.692,-
0.625,0.176,0.304,0.143,0.667,0.368,0.158,0.739,-
0.6,0.5,0.522,0.273,0.529,0.462,0.087,0.8,-
0.5,0.538,0.312,0.222,0.55,0.3,0.333,0.8,-
0.278,0.208,0.267,0.5,0.217,0.833,0.258,0.333,-
0.429,0.538,0.455,0.36,0.211,0.381,0.348,1.0,-
0.5,0.333,0.706,0.409,0.45,0.765,0.0,0.2,-
0.5,0.579,0.733,0.214,0.562,0.909,0.524,0.0,-
0.529,0.222,0.357,0.211,0.688,0.895,0.2,0.529,-
0.286,0.13,0.444,0.091,0.571,0.4,0.4,0.25,-
0.25,0.579,0.348,0.25,0.5,0.722,0.333,0.733,-
0.545,0.0,0.857,0.348,0.682,0.429,0.52,0.364,-
0.375,0.364,0.571,0.368,0.944,0.545,0.474,0.0,-
0.571,0.364,0.25,0.111,0.5,0.533,0.143,0.19,-
0.4,0.0,0.588,0.133,0.882,0.667,0.368,0.476,-
0.538,0.333,0.722,0.692,0.211,0.474,0.167,0.278,-
0.417,0.812,0.4,0.227,0.917,0.353,0.348,0.75,-
0.312,0.444,0.667,0.125,0.562,0.4,0.333,0.0,-
0.429,0.333,0.533,0.062,0.211,0.611,0.227,0.071,-
0.333,0.471,0.333,0.462,0.846,0.529,0.267,0.368,-
0.75,0.875,0.579,0.333,0.944,0.706,0.08,0.786,-
0.727,0.625,0.381,0.6,0.588,0.762,0.611,0.19,-
0.571,0.286,0.562,0.407,0.846,0.588,0.615,0.579,-
0.118,0.385,0.778,0.0,0.348,0.65,0.389,0.6,-
0.579,0.111,0.429,0.368,0.45,0.353,0.529,0.625,-
0.5,0.267,0.786,0.316,0.333,0.059,0.286,0.056,-
0.421,0.5,0.556,0.462,0.905,0.25,0.1,0.316,-
0.5,0.273,0.474,0.208,0.304,0.476,0.471,0.316,-
0.571,0.6,0.64,0.1,0.692,0.5,0.2,0.212,-
0.438,0.5,0.273,0.231,0.273,0.389,0.308,0.167,-
0.364,0.368,0.273,0.286,0.765,0.571,0.136,0.25,-
0.154,0.875,0.812,0.095,0.6,0.727,0.111,1.0,-
0.455,0.538,1.0,0.0,0.3,0.364,0.429,0.087,-
0.421,0.5,0.381,0.267,0.95,0.571,0.321,0.733,-
0.471,0.538,0.19,0.538,0.333,0.571,0.233,0.25,-
0.571,0.389,0.929,1.0,0.588,0.611,0.233,0.167,-
0.5,0.45,0.389,0.5,0.529,0.235,0.071,0.238,-
0.375,0.188,0.636,0.5,0.35,0.882,0.45,0.286,-
0.25,0.286,0.364,0.455,0.7,0.722,0.647,0.188,-
0.778,0.438,0.4,0.542,0.389,0.389,0.364,0.2,-
0.35,0.364,0.3,0.417,0.381,0.688,0.333,0.9,-
0.786,0.3,0.316,0.769,0.312,0.75,0.375,0.417,-
0.818,0.333,0.692,0.3,0.375,0.455,0.312,0.667,-
0.35,0.143,0.188,0.704,0.857,0.588,0.211,0.375,-
0.385,0.4,0.562,0.421,0.65,0.565,0.429,0.188,-
0.462,0.3,0.857,0.316,0.619,0.091,0.2,0.5,-
0.6,0.154,0.882,0.3,0.316,0.286,0.375,0.3,-
0.632,0.375,0.474,0.067,0.235,0.5,0.158,0.133,-
0.5,0.6,0.471,0.214,0.611,0.524,0.414,0.733,-
0.375,0.333,0.409,0.294,0.579,0.176,0.143,0.381,-
0.375,0.333,0.391,0.263,0.222,0.333,0.367,0.708,-
0.444,0.417,1.0,0.238,0.467,0.647,0.167,0.4,-
0.857,0.333,0.125,0.182,0.25,0.474,0.2,0.167,-
0.562,0.3,0.545,0.577,0.526,0.389,0.143,0.556,-
0.538,0.231,0.235,0.167,0.588,0.471,0.2,0.312,-
0.385,0.208,0.75,0.15,0.842,0.5,0.048,0.222,-
0.571,0.381,0.533,0.632,0.556,0.611,0.333,0.65,-
0.364,0.111,0.562,0.367,0.562,0.36,0.429,0.211,-
0.455,0.6,0.3,0.296,0.222,0.294,0.357,0.118,-
0.643,0.333,0.4,0.235,0.455,0.882,0.409,0.0,-
0.222,0.667,0.476,0.136,0.478,0.5,0.32,0.5,-
0.417,0.3,0.941,0.294,0.5,0.357,0.312,1.0,-
0.438,0.333,0.529,0.364,0.684,0.211,0.5,0.25,-
0.368,0.529,0.35,0.182,0.938,0.35,0.118,0.5,-
0.55,0.25,0.867,0.174,0.227,0.5,0.519,0.0,-
0.438,0.632,0.609,0.318,0.316,0.833,0.231,0.308,-
0.15,0.467,0.857,0.095,0.217,0.474,0.318,0.1,-
0.385,0.5,0.579,0.364,0.611,0.722,0.393,0.667,-
0.3,0.444,0.294,0.083,0.944,0.438,0.474,0.333,-
0.706,0.412,0.688,0.278,0.667,0.786,0.038,0.211,-
0.25,0.455,0.375,0.15,0.476,0.667,0.258,0.333,-
0.2,0.778,0.312,0.091,0.478,0.375,0.348,0.083,-
0.385,0.8,0.118,0.381,0.588,0.833,0.696,0.4,-
0.158,0.333,0.474,0.182,0.133,0.571,0.286,0.467,-
0.5,0.3,0.65,0.333,0.611,0.895,0.053,0.333,-
0.111,0.333,0.643,0.158,0.5,0.632,0.286,0.25,-
0.444,0.462,0.833,0.409,0.556,0.929,0.208,0.4,-
0.091,0.222,0.4,0.231,0.556,0.4,0.5,0.368,-
0.867,0.538,0.591,0.344,0.562,0.588,0.667,0.176,-
0.692,0.095,0.619,0.5,0.75,0.357,0.353,0.222,-
0.333,0.208,0.391,0.435,0.643,0.5,0.444,0.444,-
0.412,0.273,0.6,0.12,0.476,0.214,0.136,0.556,-
0.222,0.889,0.619,0.438,0.867,0.8,0.292,0.615,-
0.75,0.333,0.529,0.15,1.0,0.278,0.353,0.727,-
0.231,0.591,0.417,0.4,0.667,0.588,0.308,0.438,-
0.706,0.462,0.632,0.167,0.571,0.438,0.522,0.542,-
0.562,0.385,0.389,0.333,0.235,0.5,0.438,0.0,-
0.385,0.235,0.273,0.067,0.458,0.5,0.385,0.733,-
0.467,0.273,0.667,0.769,0.316,0.533,0.778,0.407,-
0.421,0.4,0.4,0.259,0.632,0.556,0.433,0.4,-
0.176,0.235,0.2,0.5,0.562,0.696,0.133,0.533,-
0.357,0.143,0.833,0.476,0.2,0.611,0.15,0.533,-
0.3,0.615,0.316,0.0,0.316,0.333,0.444,0.25,-
0.278,0.143,0.5,0.0,0.533,0.562,0.435,0.5,-
0.429,0.909,0.35,0.292,0.81,0.529,0.208,0.3,-
0.238,0.647,0.312,0.36,0.571,0.625,0.556,0.35,-
0.706,0.438,0.562,0.211,0.5,0.182,0.222,1.0,-
0.583,0.5,0.35,0.333,0.636,0.2,0.161,0.091,-
0.5,0.385,0.588,0.375,0.643,0.25,0.333,1.0,-
0.6,0.2,0.765,0.348,0.294,0.118,0.385,0.85,-
0.833,0.385,0.696,0.462,0.905,0.769,0.333,0.0,-
0.462,0.438,0.474,0.417,0.944,0.333,0.062,0.4,-
0.4,0.65,0.556,0.269,0.737,0.846,0.087,0.1,-
0.8,0.75,0.353,0.531,0.286,0.682,0.171,0.55,-
0.286,0.364,0.5,0.188,0.5,0.952,0.478,0.533,-
0.667,0.8,0.611,0.45,0.438,0.353,0.462,0.5,-
0.294,0.312,0.5,0.682,0.65,0.889,0.4,0.167,-
0.625,0.091,1.0,0.556,0.111,0.579,0.304,0.636,-
0.267,0.357,0.316,0.154,0.158,0.588,0.368,0.773,-
0.812,0.571,0.2,0.7,0.933,0.688,0.5,0.542,-
0.625,0.267,0.5,0.318,0.444,0.7,0.296,0.4,-
0.5,0.571,0.944,0.2,0.304,1.0,0.04,0.8,-
0.308,0.556,0.643,0.556,0.591,0.632,0.211,0.538,-
0.273,0.235,0.333,0.467,0.688,0.353,0.7,0.5,-
0.235,0.059,0.111,0.0,0.895,0.471,0.062,0.367,-
0.438,0.5,0.409,0.059,0.273,0.529,0.318,0.19,-
0.75,0.917,0.467,0.391,0.458,0.211,0.2,0.235,-
0.571,0.308,0.571,0.933,0.263,0.444,0.5,0.19,-
0.267,0.25,0.688,0.059,0.895,0.312,0.864,0.333,-
0.5,0.045,0.619,0.45,0.444,0.429,0.294,0.8,-
0.45,0.474,0.625,0.296,0.688,0.824,0.333,0.4,-
0.727,0.429,0.263,0.263,0.562,0.556,0.429,0.389,-
0.158,0.25,0.588,0.067,0.182,0.438,0.231,0.32,-
0.385,0.368,0.727,0.588,0.524,0.529,0.395,0.25,-
0.182,0.091,0.1,0.4,0.632,0.429,0.458,0.333,-
0.462,0.222,0.235,0.765,0.941,0.824,0.25,0.125,-
0.263,0.286,0.5,0.267,0.5,0.556,0.44,0.7,-
0.286,0.333,0.9,0.4,0.765,0.412,0.467,0.154,-
0.2,0.529,0.762,0.154,0.684,0.353,0.409,0.6,-
0.625,0.8,0.5,0.5,0.333,0.882,0.414,0.8,-
0.667,0.25,0.55,0.167,0.565,0.556,0.4,0.25,-
0.385,0.462,0.556,0.2,0.45,0.375,0.36,0.5,-
0.385,0.4,0.857,0.0,0.619,0.353,0.154,0.143,-
0.458,0.4,0.529,0.611,0.933,0.316,0.111,0.375,-
0.471,0.667,0.35,0.5,0.824,0.917,0.263,0.36,-
0.2,0.0,0.65,0.543,0.375,0.6,0.333,0.214,-
0.846,0.714,0.353,0.278,0.579,0.474,0.208,0.176,-
0.333,0.333,0.545,0.625,0.333,0.6,0.444,0.0,-
0.571,0.231,0.692,0.312,0.4,0.267,0.176,0.235,-
0.643,0.625,0.667,0.083,0.32,0.55,0.0,0.222,-
0.556,0.2,0.875,0.062,0.562,0.588,0.048,0.25,-
0.286,0.273,0.833,0.267,0.684,0.368,0.259,0.833,-
0.222,0.562,0.5,0.583,0.765,0.4,0.222,1.0,-
0.071,0.4,0.684,0.235,0.37,0.895,0.31,0.118,-
0.615,0.1,0.6,0.647,1.0,0.625,0.5,0.6,-
0.615,0.188,0.429,0.467,0.533,0.3,0.105,0.263,-
0.45,0.222,0.875,0.286,0.588,0.312,0.31,1.0,-
0.273,0.143,0.562,0.632,0.45,0.375,0.091,0.381,-
0.5,0.083,0.238,0.25,0.333,0.688,0.263,0.5,-
0.5,0.385,0.294,0.48,0.4,0.235,0.368,0.312,-
0.4,0.125,0.3,0.4,0.632,0.211,0.059,0.429,-
0.429,0.316,0.714,0.176,0.938,0.737,0.176,0.211,-
0.5,0.667,0.409,0.333,0.5,0.938,0.091,0.118,-
0.333,0.5,1.0,0.077,0.333,0.474,0.308,0.545,-
0.364,0.35,0.529,0.296,0.75,0.65,0.48,0.517,-
0.438,0.647,0.533,0.571,0.632,0.667,0.318,0.8,-
0.25,0.4,0.562,0.286,0.316,0.769,0.188,0.25,-
0.7,0.222,0.19,0.0,0.812,0.929,0.407,0.333,-
0.6,0.091,0.65,0.471,0.35,0.368,0.25,0.429,-
0.625,0.08,0.333,0.842,0.85,0.889,0.435,0.235,-
0.727,0.909,0.538,0.176,0.417,0.381,0.286,0.36,-
0.385,0.059,0.667,0.227,0.455,0.55,0.406,0.733,-
0.667,0.3,0.947,0.333,0.278,0.737,0.357,0.786,-
0.6,1.0,0.316,0.235,0.368,0.188,0.424,0.481,-
0.273,0.333,0.304,0.214,0.333,0.091,0.067,0.667,-
0.25,0.4,0.588,0.1,0.609,0.65,0.222,1.0,-
0.556,0.8,0.875,0.367,0.417,0.214,0.5,0.294,-
0.375,0.364,0.444,0.875,0.2,0.6,0.192,0.4,-
0.304,0.462,0.0,0.333,0.364,0.385,0.167,0.32,-
0.571,0.556,0.615,0.062,0.562,0.2,0.562,0.25,-
0.385,0.333,0.75,0.059,0.577,0.273,0.316,0.269,-
0.389,0.455,0.462,0.364,0.947,0.733,0.385,0.65,-
0.167,0.625,0.947,0.077,0.3,0.611,0.15,0.833,-
0.524,0.538,0.421,0.348,0.478,0.455,0.25,1.0,-
0.444,0.333,0.471,0.391,0.409,0.133,0.211,0.2,-
0.357,0.417,0.65,0.462,0.611,0.5,0.5,0.3,-
0.615,0.562,0.391,0.278,0.7,0.333,0.278,0.625,-
0.2,0.75,0.611,0.062,0.682,0.579,0.444,0.4,-
0.375,0.278,0.286,0.2,0.885,0.333,0.522,0.6,-
0.478,0.562,0.944,0.2,0.312,0.529,0.444,0.067,-
0.167,0.889,0.625,0.632,0.923,0.615,0.233,0.083,-
0.778,0.3,0.538,0.273,0.474,0.875,0.714,0.0,-
0.692,0.182,0.875,0.273,0.435,0.611,0.481,0.4,-
0.286,0.364,0.529,0.565,0.273,0.25,0.346,0.176,-
0.471,0.6,0.25,0.263,0.737,0.625,0.5,0.364,-
0.133,0.2,0.571,0.286,0.222,0.647,0.185,0.875,-
0.6,0.737,0.64,0.444,0.65,0.625,0.259,0.385,-
0.312,0.435,0.421,0.211,0.56,0.421,0.421,0.333,-
0.077,0.889,0.471,0.235,0.533,0.357,0.095,0.188,-
0.6,0.2,0.824,0.308,0.905,0.714,0.545,0.211,-
0.3,0.143,0.95,0.375,0.294,0.857,0.318,0.182,-
0.364,0.0,0.4,0.429,0.348,0.35,0.333,0.556,-
0.778,0.294,0.565,0.414,0.45,0.619,0.933,0.235,-
0.5,0.562,0.632,0.12,0.529,0.273,0.067,0.125,-
0.05,0.5,0.4,0.235,0.667,0.938,0.0,1.0,-
0.438,0.6,0.714,0.286,0.625,0.8,0.231,0.7,-
0.562,0.364,0.611,0.9,0.55,0.692,0.333,0.533,-
0.611,0.5,0.429,0.519,0.722,0.55,0.182,0.25,-
0.444,0.222,0.35,0.562,0.933,0.579,0.174,0.118,-
0.333,0.3,0.474,0.522,0.5,0.526,0.481,0.25,-
0.316,0.625,0.7,0.15,0.778,0.5,0.379,0.167,-
0.714,0.364,0.235,0.538,0.824,0.619,0.0,0.25,-
0.8,0.533,0.333,0.35,0.6,0.625,0.625,0.2,-
0.421,0.455,0.6,0.238,0.474,0.882,0.167,0.895,-
0.5,0.778,0.4,0.571,0.35,0.611,0.562,0.625,-
0.368,0.077,0.4,0.381,0.5,0.333,0.136,1.0,-
0.533,0.35,0.765,0.143,0.556,0.529,0.235,0.733,-
0.5,0.125,0.684,0.056,0.458,0.556,0.3,1.0,-
0.294,0.312,0.667,0.312,0.579,0.375,0.3,0.462,-
0.4,0.333,0.65,0.333,0.818,0.471,0.172,0.067,-
0.6,0.158,0.389,0.1,0.238,0.095,0.421,0.0,-
0.467,0.083,0.389,0.364,0.5,0.667,0.296,0.188,-
0.75,0.889,0.421,0.348,0.6,0.9,0.192,0.32,-
0.438,0.444,0.5,0.1,0.474,0.3,0.375,0.25,-
0.429,0.35,0.75,0.652,0.176,0.6,0.19,0.4,-
0.071,0.333,0.833,0.318,0.407,0.65,0.038,0.345,-
0.333,0.417,0.765,0.353,0.211,0.722,0.059,0.647,-
0.533,0.3,0.938,0.471,0.333,0.2,0.429,0.667,-
0.6,0.526,0.143,0.5,0.286,0.579,0.211,0.125,-
0.176,0.375,0.882,0.276,0.6,0.421,0.444,0.15,-
0.444,0.917,0.682,0.48,0.312,0.312,0.35,0.818,-
0.286,0.071,0.95,0.381,0.45,0.647,0.185,0.35,-
0.3,1.0,0.688,0.533,0.471,0.188,0.333,0.375,-
0.333,1.0,0.261,0.133,0.6,0.588,0.25,0.269,-
0.4,0.316,0.571,0.409,0.538,0.611,0.458,0.933,-
0.412,0.333,0.6,0.067,0.588,0.5,0.088,0.8,-
0.389,0.286,0.526,0.242,0.619,0.533,0.435,0.6,-
0.286,0.462,0.385,0.222,0.765,0.643,0.2,0.8,-
0.316,0.667,0.167,0.647,0.5,0.789,0.385,0.125,-
0.667,0.5,0.636,0.071,0.5,0.278,0.091,0.348,-
0.25,0.5,0.143,0.455,0.353,0.562,0.476,0.118,-
0.667,0.4,0.267,0.056,1.0,0.381,0.0,0.0,-
0.538,0.278,0.238,0.471,0.905,0.333,0.13,0.65,-
0.789,0.667,0.111,0.48,0.5,0.875,0.2,0.5,-
0.2,0.438,0.471,0.478,0.524,0.286,0.588,0.182,-
0.5,0.316,0.316,0.52,0.9,0.263,0.167,0.577,-
0.231,0.455,0.625,0.136,0.9,0.5,0.304,0.556,-
0.474,0.222,0.875,0.286,0.5,0.714,0.286,0.192,-
0.556,0.2,0.5,0.188,0.353,0.375,0.289,0.412,-
0.421,0.3,0.526,0.087,0.222,0.75,0.542,0.421,-
0.357,0.25,0.632,0.714,0.682,0.4,0.526,0.133,-
0.308,0.5,0.619,0.308,0.217,0.773,0.304,0.267,-
0.333,0.25,0.526,0.571,0.75,0.8,0.364,0.316,-
0.5,0.875,0.059,0.348,0.35,0.75,0.182,1.0,-
0.4,0.647,0.227,0.85,0.533,0.316,0.192,0.65,-
0.143,0.211,0.381,0.071,0.2,0.941,0.368,0.308,-
0.45,0.4,0.412,0.469,0.812,0.529,0.125,0.533,-
0.778,0.333,0.238,0.25,0.579,0.526,0.12,0.143,-
0.5,0.588,0.9,0.533,0.867,0.471,0.455,0.214,-
0.4,0.4,0.375,0.263,0.611,0.217,0.368,0.0,-
0.444,0.562,0.556,0.743,0.263,0.7,0.294,0.25,-
0.647,0.0,0.929,0.5,0.125,0.412,0.105,0.923,-
0.444,0.296,0.2,0.192,0.579,0.588,0.5,0.316,-
0.278,0.467,0.824,0.118,0.24,0.091,0.481,0.818,-
0.615,0.217,0.211,0.045,0.5,0.222,0.176,0.632,-
0.7,0.167,1.0,0.452,0.526,1.0,0.227,0.062,-
0.692,0.6,0.263,0.3,0.5,0.3,0.3,0.235,-
0.5,0.267,0.643,0.174,0.318,0.438,0.344,0.455,-
0.455,0.1,0.722,0.179,0.5,0.476,0.455,0.238,-
0.182,1.0,0.9,0.235,0.312,0.667,0.267,0.435,-
0.4,0.6,0.789,0.286,0.833,0.474,0.143,0.3,-
0.375,0.357,0.562,0.222,0.652,0.688,0.636,0.263,-
0.438,0.273,0.412,0.273,0.429,0.278,0.238,0.333,-
0.111,0.4,0.579,0.36,0.708,0.882,0.158,0.269,-
0.5,0.25,0.929,0.296,0.333,0.632,0.357,0.308,-
0.444,0.65,0.333,0.433,0.696,0.6,0.667,0.571,-
0.688,1.0,0.556,0.188,0.267,0.462,0.091,0.25,-
0.571,0.235,0.6,0.176,0.579,0.765,0.19,0.333,-
0.0,0.353,0.444,0.5,0.294,0.278,0.048,0.235,-
0.533,0.2,0.611,0.348,0.571,0.0,0.154,0.333,-
0.778,0.818,0.429,0.818,0.68,0.412,0.154,0.538,-
0.364,0.35,0.647,0.5,0.333,0.562,0.35,0.25,-
0.263,0.562,0.611,0.727,0.238,0.524,0.25,0.067,-
0.25,0.333,0.5,0.304,0.571,0.25,0.156,0.444,-
0.533,0.2,0.538,0.615,0.929,0.316,0.263,0.5,-
