GA,vae-zinc-s,lstm-zinc,lstm-chembl,zinc,real,chembl,cnpd,cortellis-drugs
42.857,22.0,71.613,36.0,38.435,36.741,16.0,48.323,-
31.364,6.0,19.0,20.0,44.235,30.0,33.0,44.0,-
37.818,14.0,89.03,51.333,30.0,64.0,86.224,20.0,-
35.36,10.0,35.0,49.0,42.667,40.345,97.973,62.826,-
46.667,65.636,70.526,10.0,35.0,14.0,53.647,87.231,-
28.364,49.0,115.625,22.0,93.6,32.667,13.0,0.0,-
60.429,13.0,58.32,58.0,34.615,40.3,9.0,19.0,-
40.0,36.143,83.294,20.0,24.0,37.0,18.0,58.333,-
30.8,14.0,14.0,10.0,82.909,35.538,17.0,76.0,-
36.72,18.0,31.778,79.615,34.0,16.0,7.0,12.0,-
50.6,6.0,30.0,21.0,29.615,44.08,42.0,46.0,-
50.462,42.667,37.818,7.0,39.529,48.96,12.0,12.6,-
42.957,3.0,28.519,19.0,60.545,64.741,22.0,45.333,-
70.083,53.486,15.0,55.2,24.0,57.926,22.0,47.704,-
33.455,44.2,15.0,12.222,52.364,55.517,21.0,46.0,-
23.222,20.0,56.667,15.0,53.818,30.8,24.286,73.8,-
22.5,10.0,57.6,21.0,68.919,46.143,26.0,42.714,-
38.824,39.31,37.0,17.0,60.261,26.769,15.0,20.0,-
55.08,26.0,10.0,49.867,74.586,41.034,36.364,10.0,-
30.333,26.526,51.765,14.0,45.0,77.0,11.0,23.467,-
44.609,24.0,60.273,13.0,30.0,19.688,34.0,62.0,-
37.923,19.636,16.0,24.0,25.556,44.129,43.579,5.0,-
56.889,32.857,57.8,41.333,52.571,38.154,23.0,68.182,-
51.545,42.0,34.0,122.0,54.091,43.727,18.0,69.697,-
32.0,17.0,67.8,21.0,63.478,50.077,11.0,32.308,-
55.895,14.0,46.667,25.0,48.0,19.0,84.261,18.0,-
58.583,75.167,70.0,14.0,57.0,38.343,39.231,56.889,-
25.5,54.188,54.6,14.0,75.216,17.294,61.111,0.0,-
52.148,6.0,95.172,64.27,39.73,67.231,52.815,19.0,-
34.286,56.348,23.333,59.5,66.061,46.867,15.0,15.0,-
39.667,6.0,19.0,32.067,20.0,46.2,14.0,10.0,-
27.793,12.0,70.933,23.294,61.389,71.667,13.0,26.0,-
40.054,16.0,75.571,46.0,59.242,46.0,18.0,93.194,-
21.538,11.0,38.636,53.103,65.581,52.741,17.0,23.0,-
51.882,70.0,57.581,54.0,47.5,41.158,12.0,31.909,-
31.909,1.0,43.952,76.0,36.034,17.0,32.0,7.0,-
28.889,27.0,16.0,17.0,57.8,15.0,87.1,80.829,-
62.667,84.923,63.818,21.568,28.286,44.08,44.0,122.37,-
43.81,0.0,43.643,14.0,56.667,10.0,40.533,32.0,-
34.0,12.0,64.5,14.0,48.231,10.0,101.143,29.4,-
36.923,11.0,70.351,15.0,12.0,46.364,15.0,8.0,-
23.294,32.0,34.0,23.0,70.412,41.083,38.0,34.615,-
25.714,20.0,20.0,44.609,74.516,55.034,22.0,20.0,-
42.923,43.333,69.214,49.412,54.778,36.522,52.0,13.0,-
41.143,28.6,62.286,19.0,67.742,67.483,29.714,50.526,-
41.476,16.0,54.231,20.0,42.903,48.059,66.0,17.333,-
36.571,37.125,93.182,22.696,82.667,21.75,16.0,67.091,-
31.2,26.0,34.0,37.053,19.077,70.875,46.933,0.0,-
35.0,35.556,64.667,37.565,33.312,37.333,15.0,71.852,-
66.0,32.0,22.0,13.0,30.483,16.0,11.0,23.294,-
45.917,26.0,111.176,100.086,6.0,40.8,9.0,105.556,-
42.9,8.0,61.606,17.0,61.2,33.6,91.385,60.0,-
27.733,50.294,75.935,19.0,81.432,37.565,11.455,77.76,-
21.273,28.0,15.0,11.0,76.552,16.174,15.0,21.857,-
34.737,40.238,46.0,24.0,20.0,31.5,42.0,16.0,-
35.7,20.455,55.387,36.571,39.84,52.889,21.0,75.333,-
71.739,22.0,58.5,33.333,71.677,37.778,21.0,60.966,-
37.238,5.0,54.154,17.0,76.188,19.0,99.263,95.727,-
54.519,7.0,66.852,72.857,59.586,62.846,21.0,0.0,-
29.059,28.0,57.8,74.0,32.0,40.538,37.161,66.353,-
33.75,36.259,29.586,35.7,42.0,62.5,44.308,57.103,-
35.444,22.0,72.903,20.0,19.0,14.0,79.842,79.767,-
78.857,3.0,54.857,54.154,72.857,56.471,37.333,0.0,-
41.538,12.0,77.52,22.0,82.5,19.0,49.0,47.407,-
10.0,8.0,53.077,89.7,17.0,22.0,119.533,22.0,-
28.889,46.48,65.161,20.0,60.0,10.0,15.0,92.96,-
51.556,26.0,63.871,52.364,89.655,11.0,25.0,62.276,-
25.412,9.0,73.182,35.357,42.714,66.353,22.0,58.909,-
27.273,12.5,42.714,17.0,52.571,48.64,48.0,78.261,-
50.783,4.0,44.8,60.0,17.0,42.207,43.043,102.235,-
27.2,40.364,34.0,20.0,35.64,39.44,25.0,19.0,-
61.222,16.0,66.25,9.0,52.174,52.8,44.0,11.0,-
28.261,22.0,92.414,56.0,85.714,39.231,62.222,19.0,-
23.077,7.0,35.714,57.474,15.0,40.32,26.0,20.0,-
15.0,14.25,21.0,64.706,48.968,22.0,23.0,10.0,-
74.0,38.0,43.105,41.333,32.0,37.333,40.5,14.0,-
28.889,32.0,71.077,57.538,30.0,41.333,16.0,88.4,-
34.615,51.429,39.84,33.529,67.345,7.0,27.0,59.815,-
40.8,11.0,36.923,13.0,68.889,70.103,89.7,56.32,-
46.429,28.0,44.444,66.194,46.148,53.345,33.103,57.13,-
43.474,7.0,11.0,48.0,75.727,16.0,70.971,0.0,-
16.0,8.0,90.552,19.0,114.516,48.462,28.0,7.0,-
43.867,2.0,24.348,54.688,74.412,17.0,15.0,74.8,-
29.25,28.476,21.0,12.0,32.0,11.0,48.0,12.0,-
25.5,12.0,28.0,48.485,39.226,43.63,55.619,14.0,-
65.455,7.0,15.0,20.0,74.75,38.0,43.429,82.333,-
27.0,72.692,15.0,42.0,55.674,14.0,10.526,18.0,-
13.0,6.0,22.0,15.0,83.368,40.615,69.143,21.0,-
36.923,7.0,26.0,19.0,71.5,25.143,47.25,18.0,-
70.083,28.0,58.667,43.714,75.514,40.111,69.756,14.926,-
50.783,45.733,43.636,69.106,114.615,46.87,89.591,56.1,-
55.714,3.0,78.273,20.0,72.519,60.0,88.941,21.0,-
31.875,35.2,56.258,24.0,63.636,63.706,44.0,38.0,-
30.8,67.345,26.0,60.8,57.071,10.0,15.0,123.429,-
46.25,37.4,46.516,123.744,69.0,69.214,48.276,36.923,-
54.238,15.75,56.533,35.556,55.0,32.222,38.0,115.6,-
31.818,16.0,40.0,147.231,51.652,32.68,14.848,21.667,-
27.429,49.0,58.267,60.04,61.448,52.857,15.0,91.419,-
32.727,61.56,74.545,56.061,34.138,20.533,20.0,76.966,-
48.0,6.0,46.0,22.0,43.727,52.381,12.0,27.529,-
38.4,42.0,43.522,20.0,58.771,35.824,30.0,27.0,-
28.235,24.8,56.913,13.0,73.8,39.667,34.0,37.579,-
32.87,22.0,21.103,12.0,19.0,14.0,21.0,68.4,-
34.462,13.0,37.0,27.0,68.259,39.375,36.0,30.0,-
55.8,8.0,12.0,36.818,34.0,40.581,7.0,8.0,-
54.579,11.0,14.0,18.0,22.0,40.696,75.571,60.0,-
33.158,14.118,26.0,22.0,34.286,37.818,22.0,56.0,-
27.3,64.68,85.172,67.317,70.062,45.308,54.4,35.172,-
41.562,49.778,48.0,90.529,26.0,36.0,40.32,64.571,-
53.429,34.0,14.0,11.0,26.19,31.5,34.667,36.167,-
37.5,7.0,7.0,66.667,91.412,42.667,77.118,20.571,-
28.0,35.0,52.0,44.0,111.568,46.667,68.0,14.0,-
53.957,22.727,35.357,62.0,7.0,79.75,23.0,5.0,-
29.4,12.857,54.095,15.0,14.0,47.6,34.0,156.154,-
53.957,28.0,7.0,92.195,50.4,38.69,50.381,34.0,-
29.467,12.0,36.0,14.0,51.84,42.471,56.452,58.27,-
55.333,3.0,56.258,13.0,54.4,17.0,39.724,64.6,-
55.44,3.0,68.571,36.957,45.862,44.417,47.917,35.84,-
21.429,40.235,16.154,22.0,51.667,32.857,25.0,81.061,-
53.647,49.636,57.8,14.0,35.75,48.889,86.851,36.0,-
39.44,12.0,22.0,42.545,94.182,16.923,12.0,56.667,-
50.471,22.0,31.2,16.0,43.333,40.0,17.0,11.2,-
36.385,16.0,45.0,26.0,36.0,82.355,74.455,7.0,-
63.077,21.0,77.0,18.0,62.4,43.63,80.727,22.957,-
42.0,34.0,41.931,17.0,72.0,73.138,15.0,50.455,-
40.296,7.0,112.121,12.0,55.0,65.0,72.538,73.182,-
48.0,34.0,60.714,60.261,83.586,37.923,43.067,12.5,-
26.526,7.0,78.378,38.0,32.0,59.333,48.125,37.238,-
72.286,12.0,71.677,12.0,28.0,26.4,7.0,78.471,-
47.407,13.0,76.621,11.0,60.379,55.0,33.895,39.667,-
23.1,16.0,61.429,104.205,25.263,38.636,42.957,57.481,-
47.727,4.0,14.0,48.0,13.0,29.852,20.0,42.286,-
31.071,64.448,53.565,33.385,38.857,20.217,40.0,67.64,-
39.086,21.273,39.545,62.0,38.0,40.645,76.931,93.194,-
32.87,14.0,32.667,68.294,78.774,51.034,21.0,53.333,-
37.778,58.286,11.0,22.0,31.167,0.0,66.054,106.152,-
37.12,44.545,24.0,44.471,65.571,52.839,17.0,19.19,-
15.4,16.0,53.12,50.0,34.0,75.429,21.0,10.0,-
27.625,39.13,13.0,22.0,30.0,44.074,90.529,52.632,-
18.133,40.235,86.545,66.212,33.75,59.76,25.0,19.0,-
50.909,46.0,18.0,50.0,74.148,23.0,62.0,5.0,-
42.606,35.933,45.111,48.0,56.037,50.37,16.0,45.0,-
45.833,30.0,18.0,16.0,115.625,14.0,58.391,18.0,-
47.04,36.267,11.0,40.0,12.0,60.871,18.0,85.684,-
12.6,0.0,54.957,69.568,66.897,56.452,58.5,30.0,-
27.368,11.0,39.44,17.0,63.29,13.0,20.0,67.294,-
32.5,38.769,122.667,47.091,106.839,51.429,41.217,9.0,-
38.118,36.667,125.333,43.2,18.0,71.4,65.733,14.0,-
45.217,23.077,70.304,24.0,44.348,47.806,20.0,18.0,-
30.947,39.0,65.261,34.667,54.238,38.08,27.529,32.24,-
39.6,12.0,50.75,66.857,93.6,88.158,68.357,21.0,-
69.667,31.364,65.077,28.0,72.6,42.5,49.778,17.5,-
44.615,11.0,75.625,36.0,45.294,33.214,55.385,8.0,-
28.235,14.0,57.375,15.0,52.364,39.619,80.205,15.0,-
49.0,15.0,57.8,11.0,44.909,38.194,14.0,6.0,-
39.368,21.333,59.242,63.257,65.444,43.846,15.0,18.0,-
51.368,31.25,49.0,24.0,60.261,36.207,23.0,19.0,-
63.333,26.0,29.852,20.0,40.444,40.182,78.621,50.182,-
10.8,67.294,21.0,17.0,36.667,55.08,15.0,82.296,-
44.615,35.316,53.333,37.333,11.0,39.31,77.486,48.158,-
43.429,14.0,63.24,12.0,42.5,16.0,87.069,0.0,-
29.25,12.0,16.917,14.0,52.267,40.615,16.0,19.0,-
23.692,6.0,15.783,14.0,28.0,43.448,111.571,35.84,-
54.0,18.0,50.294,76.667,53.333,19.0,15.0,41.684,-
33.158,10.0,42.0,32.242,56.0,69.462,11.0,31.235,-
54.846,46.897,47.308,13.0,32.0,14.0,91.179,62.0,-
21.333,35.333,42.774,51.111,37.081,43.0,67.826,19.0,-
35.556,26.0,48.529,30.0,44.1,47.5,64.0,36.667,-
47.5,18.0,80.5,13.0,92.667,12.0,42.0,40.0,-
35.714,12.0,55.25,27.0,36.0,52.174,43.636,36.615,-
44.552,18.182,0.0,55.357,64.125,82.5,53.625,58.696,-
41.04,13.0,31.304,20.0,68.571,57.231,65.684,10.0,-
14.087,6.0,83.457,48.0,45.733,10.0,61.333,57.13,-
38.4,14.0,55.533,16.0,20.0,63.568,64.214,14.0,-
41.167,32.0,90.517,65.714,54.4,54.0,96.486,8.0,-
19.8,36.364,44.652,60.067,65.161,13.0,15.0,6.0,-
39.913,15.0,74.586,77.128,17.0,14.0,44.786,14.0,-
22.105,48.462,30.545,0.0,12.0,43.2,84.706,9.0,-
41.684,26.154,10.0,36.429,70.286,53.103,10.0,20.0,-
25.474,26.0,34.444,53.714,64.865,17.0,20.0,28.0,-
64.6,30.105,56.538,39.0,58.771,12.0,19.0,12.0,-
29.167,11.0,104.267,56.824,42.25,17.742,17.0,21.0,-
29.867,43.522,40.364,22.0,30.0,31.909,59.2,36.0,-
34.909,47.4,33.114,31.0,38.71,12.0,16.0,17.0,-
63.2,26.0,20.0,44.08,30.0,24.0,16.0,62.182,-
7.0,16.0,56.903,48.333,43.733,15.0,26.824,23.636,-
25.143,12.0,54.4,9.0,36.741,20.0,54.957,36.96,-
33.103,8.0,60.923,71.4,55.857,21.0,32.0,33.0,-
47.609,27.097,20.0,71.5,20.0,20.0,63.243,34.222,-
42.75,2.0,69.222,15.4,14.769,57.103,13.0,79.714,-
37.059,10.0,53.667,18.0,44.909,53.647,13.0,46.429,-
62.182,10.0,37.19,49.083,111.818,28.0,6.0,13.0,-
37.059,36.667,75.484,27.444,81.818,71.429,21.0,24.429,-
41.4,37.091,48.889,59.939,13.0,33.75,53.36,72.8,-
43.333,22.0,56.484,70.95,20.0,71.2,10.0,89.71,-
57.429,53.957,97.023,69.034,45.29,40.649,59.429,30.0,-
32.2,13.0,57.8,31.0,20.0,39.467,15.0,159.688,-
38.957,69.462,18.0,50.69,39.111,60.714,17.0,62.424,-
19.556,12.0,60.871,40.0,73.333,42.774,43.846,53.667,-
57.375,30.316,58.0,9.0,60.871,37.273,25.143,90.552,-
16.0,16.0,66.96,14.0,46.703,45.818,22.0,61.0,-
44.667,11.0,45.037,53.647,82.125,60.387,15.0,43.077,-
48.0,2.0,52.778,10.0,68.25,18.0,17.0,2.0,-
22.0,40.857,76.588,71.176,52.0,51.576,20.0,26.583,-
23.833,38.176,52.5,15.0,32.87,28.174,79.742,18.0,-
11.0,52.923,52.174,25.0,32.5,41.455,87.279,34.737,-
56.571,27.5,52.8,20.0,59.774,51.097,18.0,40.8,-
28.5,47.25,92.174,72.632,60.207,39.0,21.0,22.235,-
30.545,6.0,42.0,80.0,31.448,30.943,30.16,30.667,-
46.5,18.0,48.562,71.366,64.8,43.63,15.0,19.556,-
34.37,22.0,48.0,30.667,13.0,27.273,20.0,64.0,-
47.692,38.095,18.0,50.75,59.774,52.0,8.0,25.0,-
25.412,11.0,44.0,49.304,64.6,46.0,36.0,40.0,-
23.1,20.0,70.304,44.0,13.0,41.143,12.0,53.488,-
47.857,18.0,24.0,39.667,76.621,32.727,44.0,105.0,-
25.385,17.684,27.789,44.333,61.348,45.0,12.0,72.188,-
34.0,32.0,51.6,48.0,66.212,35.2,50.286,56.571,-
29.647,22.0,68.793,33.143,36.0,30.522,47.609,12.0,-
9.0,48.529,56.037,48.774,48.462,28.0,6.818,0.0,-
57.0,18.0,13.0,35.889,60.714,16.0,31.0,4.0,-
33.103,14.0,80.129,8.0,52.5,46.444,9.0,39.643,-
41.6,22.0,98.0,6.0,60.562,51.034,59.76,50.111,-
34.783,11.0,81.0,10.087,76.552,42.207,21.0,49.032,-
22.909,14.0,28.188,20.0,64.6,62.5,64.0,8.0,-
0.0,26.824,53.429,42.0,67.778,11.0,19.0,8.25,-
41.143,15.692,36.667,94.073,53.931,18.0,21.0,60.0,-
36.0,33.895,57.143,29.0,40.296,14.0,31.294,46.421,-
31.429,24.0,37.714,44.545,26.0,19.0,23.0,50.286,-
42.0,39.31,39.375,17.0,47.091,24.0,30.0,109.241,-
54.643,8.0,36.0,19.0,77.703,102.667,59.879,39.789,-
20.952,41.419,20.0,12.0,30.72,34.667,84.259,19.0,-
46.0,7.0,40.333,17.0,60.207,38.667,11.0,36.296,-
40.476,35.0,80.0,40.571,48.462,28.333,30.947,82.143,-
60.619,16.0,58.771,51.667,48.45,42.429,52.645,8.0,-
28.889,18.0,38.146,42.429,28.0,16.0,21.0,12.0,-
50.4,2.0,75.97,51.667,66.25,77.707,11.0,7.412,-
35.0,10.0,45.231,46.316,7.0,84.867,45.862,54.545,-
19.286,46.308,46.375,66.667,58.24,40.154,38.75,87.5,-
33.333,12.0,91.8,70.0,30.815,15.552,98.6,19.0,-
26.087,9.667,68.889,48.462,69.231,16.0,71.69,12.0,-
46.0,8.0,36.0,57.143,53.333,47.478,21.0,59.568,-
69.826,22.0,72.769,50.439,54.957,64.941,12.0,6.0,-
42.0,26.364,65.581,24.87,61.074,45.0,65.0,58.143,-
24.933,12.0,31.68,24.0,21.6,39.0,7.0,28.138,-
27.529,34.0,64.308,64.389,46.828,33.091,35.368,34.0,-
8.556,6.0,14.0,16.0,23.0,41.806,15.0,55.742,-
64.917,2.0,34.154,54.737,68.25,12.0,50.0,34.588,-
43.846,26.0,44.333,36.833,60.379,57.6,109.421,38.0,-
48.0,11.0,10.294,29.143,17.0,76.077,54.903,52.059,-
61.56,75.059,66.071,66.194,14.0,20.0,83.032,16.0,-
45.238,52.267,45.733,49.655,42.714,66.12,41.333,0.0,-
48.333,13.0,54.238,21.0,36.0,36.414,15.0,56.88,-
28.8,16.947,64.444,13.0,43.522,14.0,10.059,15.0,-
61.481,13.0,72.286,51.188,61.714,21.32,78.857,51.765,-
43.273,7.0,68.032,17.0,36.0,10.0,44.909,16.0,-
41.8,24.0,26.0,18.0,73.793,37.333,46.846,31.625,-
73.04,16.0,6.0,42.261,36.0,64.08,90.4,96.645,-
32.941,24.0,77.256,46.2,12.0,77.0,16.0,84.444,-
28.966,36.0,33.833,20.0,33.478,18.353,50.759,31.652,-
28.0,12.0,20.8,23.158,76.034,21.0,45.474,95.818,-
24.933,21.667,56.615,44.0,97.622,40.235,33.529,33.385,-
31.111,16.0,80.04,43.448,56.231,36.667,18.0,8.0,-
25.714,6.0,61.538,16.0,65.333,29.364,105.0,38.0,-
32.0,20.0,69.667,75.216,14.0,41.76,11.0,0.0,-
54.625,24.0,42.0,20.0,43.0,27.789,76.188,0.0,-
46.5,20.0,20.4,43.5,63.333,43.63,21.0,47.484,-
46.667,44.0,40.238,10.0,23.0,55.548,42.0,72.484,-
39.1,47.0,70.323,10.0,43.062,20.0,51.097,9.0,-
60.04,22.0,57.8,65.333,15.0,39.529,22.222,48.19,-
34.588,28.417,15.0,117.684,63.609,53.793,78.6,29.436,-
25.3,38.323,42.0,38.857,94.64,21.0,35.048,77.625,-
39.0,16.0,65.312,60.811,18.941,43.714,7.0,52.0,-
22.957,56.231,74.8,42.0,77.944,47.243,102.234,13.0,-
59.143,13.0,56.258,43.182,101.517,28.615,19.0,57.789,-
7.0,20.0,11.0,43.758,45.862,52.889,95.756,12.833,-
37.826,21.857,16.0,21.0,69.16,46.125,57.2,48.462,-
27.6,5.0,29.12,55.471,16.0,47.727,20.0,10.769,-
35.0,25.143,48.222,12.0,13.0,25.448,66.839,39.667,-
36.429,16.0,8.0,16.0,26.526,47.273,60.0,0.0,-
44.786,34.667,56.231,60.897,46.516,32.667,50.647,16.0,-
55.565,22.0,123.676,35.048,12.0,34.0,55.282,24.062,-
54.4,7.0,56.037,54.316,55.25,16.0,61.838,39.474,-
37.333,6.0,74.324,70.0,106.667,16.0,51.04,18.118,-
35.0,25.793,13.0,22.0,45.391,30.812,30.0,21.0,-
45.714,11.0,74.667,51.111,53.333,28.0,21.0,31.167,-
27.083,20.0,76.621,64.133,64.667,15.0,48.4,58.929,-
29.867,60.067,37.565,70.636,80.08,17.0,9.0,24.706,-
28.235,3.0,43.2,44.286,27.677,59.5,25.0,9.0,-
42.261,6.0,36.486,45.652,102.514,36.571,0.0,53.0,-
43.429,7.0,60.871,19.0,58.652,70.909,16.0,58.083,-
47.04,20.0,34.444,52.0,55.121,19.5,45.0,48.64,-
55.333,24.0,20.0,51.724,16.0,42.606,43.75,62.0,-
32.421,6.0,12.0,18.0,50.0,41.143,24.0,49.778,-
65.481,24.0,3.0,33.158,43.522,39.375,17.0,21.0,-
41.143,16.435,28.0,74.4,16.0,39.484,11.0,38.526,-
47.609,2.0,57.6,27.0,71.4,11.0,44.8,12.0,-
21.538,12.0,11.0,38.0,48.923,36.0,54.0,70.286,-
32.667,24.0,90.152,33.419,84.615,61.579,105.778,0.0,-
38.857,16.0,38.621,37.143,71.69,15.714,40.32,44.545,-
47.333,38.0,56.533,15.0,53.517,17.0,62.296,5.0,-
73.857,16.0,0.0,27.3,56.484,44.129,27.2,11.0,-
66.12,22.0,35.129,54.625,62.067,81.125,90.552,8.0,-
50.452,5.0,48.0,42.857,46.118,54.923,52.632,0.0,-
67.667,34.444,32.0,17.0,60.857,66.5,87.294,48.871,-
30.0,55.0,54.621,17.0,16.0,15.0,20.0,19.0,-
20.118,12.0,46.667,5.0,14.0,51.692,71.842,95.806,-
60.455,7.0,82.5,17.0,75.514,0.0,82.576,68.514,-
21.429,14.0,60.0,55.111,83.375,16.0,69.515,54.0,-
62.429,6.0,68.0,19.0,40.0,53.889,18.0,75.571,-
23.692,7.0,16.0,60.811,43.643,23.833,66.5,20.0,-
40.375,37.714,45.0,14.0,68.485,11.0,92.0,44.625,-
20.0,0.0,85.714,11.0,43.588,61.032,44.08,8.0,-
26.526,44.24,26.0,48.774,28.0,70.323,35.308,7.2,-
74.308,18.0,21.789,14.0,34.273,37.12,49.412,26.0,-
41.143,7.0,38.737,32.0,62.758,44.333,35.556,81.172,-
70.4,20.0,42.852,45.714,71.333,50.769,11.0,45.355,-
36.667,43.952,68.793,58.267,17.111,51.333,56.0,42.424,-
31.875,24.75,35.676,48.0,38.909,36.429,16.0,12.364,-
28.261,36.259,58.727,48.19,24.0,13.0,28.0,0.0,-
36.0,14.0,19.0,53.308,76.667,49.412,17.0,60.931,-
44.8,16.0,36.615,50.286,57.071,38.194,54.667,71.022,-
19.385,31.235,58.24,17.0,64.452,14.0,165.217,58.5,-
32.5,16.0,67.133,42.968,64.862,56.483,75.556,6.0,-
69.034,11.0,38.5,72.857,22.0,40.0,24.0,25.0,-
34.286,23.692,67.231,19.0,16.0,12.0,10.0,46.0,-
18.0,12.0,57.484,46.636,19.692,62.129,57.176,52.143,-
48.696,22.0,35.0,95.12,23.125,38.636,38.957,62.947,-
33.913,5.0,41.889,42.0,43.643,83.077,13.0,46.0,-
62.182,3.0,36.0,8.0,43.0,39.667,88.941,5.0,-
84.091,37.5,13.0,80.64,9.0,59.76,74.432,12.0,-
53.957,14.0,56.037,12.0,33.833,11.0,62.829,17.0,-
25.333,13.0,24.0,26.286,32.0,73.889,47.5,32.0,-
58.31,62.4,26.4,13.0,73.5,66.732,13.0,66.172,-
46.364,35.308,67.667,24.0,95.85,30.333,6.0,20.571,-
39.619,20.0,16.0,70.0,22.0,57.143,54.364,16.0,-
61.739,23.0,28.0,47.643,68.032,10.0,83.943,40.0,-
27.444,30.0,54.778,69.294,72.828,0.0,62.111,19.0,-
50.294,12.0,50.0,58.8,13.0,57.829,49.176,36.833,-
8.0,57.375,18.0,68.276,55.435,52.114,29.0,66.353,-
43.182,12.0,18.0,25.714,53.647,50.435,26.0,94.615,-
82.143,33.882,36.0,17.0,26.0,43.077,61.793,60.714,-
29.545,3.0,54.677,56.296,44.0,22.455,35.455,71.077,-
46.0,30.0,64.286,40.0,52.0,28.769,81.143,57.333,-
33.333,34.364,43.333,22.5,43.333,14.0,86.4,0.0,-
55.517,11.0,22.0,61.176,67.692,29.455,7.0,34.0,-
76.36,18.0,75.034,25.0,18.0,51.692,46.4,6.0,-
24.095,14.0,26.4,75.732,11.0,61.0,14.0,21.0,-
17.0,2.0,48.103,20.0,41.714,40.0,85.429,26.889,-
48.696,41.889,38.0,15.0,28.0,24.231,82.692,34.667,-
49.286,28.0,20.0,56.0,76.476,12.0,58.5,14.0,-
43.2,30.0,60.8,40.538,88.759,36.667,31.765,42.857,-
31.5,12.0,46.242,19.0,56.0,33.6,40.0,65.625,-
26.867,14.0,36.0,39.44,73.333,37.643,21.0,17.0,-
39.273,50.217,21.0,105.0,35.769,40.696,62.667,19.692,-
25.333,24.0,18.0,66.486,23.571,34.667,11.0,74.0,-
48.0,11.0,13.0,12.0,90.649,38.857,47.5,66.0,-
28.6,24.0,16.704,53.926,26.061,53.118,40.696,39.462,-
32.0,48.0,66.051,14.0,34.0,13.0,35.556,12.0,-
34.462,28.0,16.0,132.923,60.871,12.0,47.6,23.077,-
46.25,22.0,79.545,17.0,45.688,50.091,68.419,126.429,-
66.36,6.0,30.062,45.161,92.56,86.448,27.5,103.926,-
48.333,26.0,44.032,56.25,60.343,15.0,10.0,17.0,-
50.0,8.118,26.207,48.774,25.714,64.158,24.0,27.13,-
53.667,50.625,58.81,46.261,20.0,42.857,51.25,17.294,-
46.667,0.0,42.586,38.25,56.538,16.0,21.0,0.0,-
18.0,20.0,73.8,44.0,55.0,45.714,66.0,35.84,-
59.815,16.0,48.0,38.0,13.0,39.913,47.259,38.824,-
35.0,24.0,12.333,44.074,0.0,25.385,75.722,18.0,-
30.333,16.0,77.625,28.0,41.29,10.0,74.111,81.231,-
7.0,80.471,46.516,34.0,42.857,10.0,16.0,47.5,-
54.923,10.0,56.44,25.0,71.429,50.526,99.73,41.143,-
49.0,51.0,11.0,21.0,32.0,31.909,8.0,82.25,-
57.6,26.0,78.931,14.0,49.143,75.103,80.903,10.286,-
38.25,65.941,21.0,50.452,27.429,31.258,24.75,39.529,-
15.0,16.0,63.6,18.0,48.0,28.0,31.765,19.0,-
27.5,6.0,38.857,28.0,42.0,10.0,72.188,94.138,-
33.778,16.0,53.12,46.0,82.343,41.391,30.0,0.0,-
36.72,46.667,16.947,17.0,28.5,27.176,19.0,117.692,-
57.375,39.556,47.727,9.0,65.444,57.0,61.818,28.0,-
8.0,40.0,64.688,47.172,40.8,48.562,15.0,26.889,-
61.75,26.0,44.737,143.14,74.2,35.455,42.0,38.08,-
55.25,52.143,62.129,36.267,34.0,18.0,45.517,36.0,-
29.333,14.0,77.118,122.467,24.0,47.091,35.556,54.154,-
35.84,10.0,36.125,15.0,81.125,60.379,20.0,0.0,-
36.741,38.667,19.0,26.667,35.455,28.0,16.0,13.704,-
38.118,11.842,54.095,36.0,57.6,38.0,20.0,8.0,-
51.556,8.0,62.571,56.944,58.645,46.286,50.759,73.143,-
35.133,64.0,69.72,13.0,35.412,47.172,27.0,70.258,-
73.6,33.462,34.171,36.571,72.484,58.0,67.471,93.889,-
37.333,11.0,16.0,24.211,53.889,15.0,60.923,8.0,-
60.207,75.692,58.8,11.0,43.784,50.909,68.2,47.609,-
80.882,14.4,72.571,36.0,36.548,10.0,30.0,8.0,-
50.6,18.286,31.688,53.886,61.074,51.429,27.0,27.486,-
45.238,14.0,52.0,75.97,43.0,43.154,11.0,35.0,-
36.0,56.0,66.243,47.6,54.154,11.0,116.216,68.04,-
28.889,15.0,39.6,9.0,45.231,38.0,80.769,21.0,-
29.714,6.0,68.4,20.0,37.0,59.806,48.0,23.571,-
36.923,24.0,40.0,9.0,66.12,50.909,28.0,60.545,-
53.125,9.0,54.667,53.581,42.632,34.0,14.0,7.778,-
53.429,19.765,13.0,16.0,56.667,15.0,14.0,64.706,-
60.455,49.138,35.556,109.412,53.565,8.0,27.429,22.0,-
49.0,28.0,61.2,34.0,52.2,42.429,64.308,37.143,-
15.0,45.833,14.0,47.852,58.158,23.273,34.0,5.0,-
30.0,32.5,56.533,19.0,26.125,18.0,59.172,35.0,-
30.0,41.714,64.6,42.0,79.514,38.08,100.345,49.0,-
9.0,10.0,55.556,46.667,13.0,45.5,9.0,6.0,-
39.273,50.455,55.355,80.667,63.786,14.0,35.478,76.703,-
55.636,16.0,56.533,67.034,82.355,41.933,7.0,7.0,-
13.2,20.0,46.897,32.118,24.0,0.0,22.0,93.194,-
62.308,0.0,38.154,14.0,49.5,33.833,61.448,63.478,-
